Episode    100  |  Step  1.9  |  Score   20.6  |  Loss   nan  |  Eps  1.00  |  Q   nan  |  Rem 1.56
Episode  64800  |  Step 21.1  |  Score   21.7  |  Loss 0.563  |  Eps  0.20  |  Q  66.8  |  Rem 3.40
Episode  64900  |  Step 21.3  |  Score   10.5  |  Loss 0.560  |  Eps  0.20  |  Q  58.4  |  Rem 3.65
Episode  65000  |  Step 21.2  |  Score   37.3  |  Loss 0.554  |  Eps  0.20  |  Q  64.3  |  Rem 2.92
Episode  65100  |  Step 21.7  |  Score   19.1  |  Loss 0.549  |  Eps  0.19  |  Q  59.5  |  Rem 3.47
Episode  65200  |  Step 21.3  |  Score   19.2  |  Loss 0.510  |  Eps  0.19  |  Q  62.7  |  Rem 3.61
Episode  65300  |  Step 21.8  |  Score   26.9  |  Loss 0.512  |  Eps  0.19  |  Q  60.3  |  Rem 3.35
Episode  65400  |  Step 21.6  |  Score   26.2  |  Loss 0.557  |  Eps  0.19  |  Q  64.0  |  Rem 3.20
Episode  65500  |  Step 21.5  |  Score   27.2  |  Loss 0.551  |  Eps  0.19  |  Q  64.8  |  Rem 3.24
Episode  65600  |  Step 21.6  |  Score   13.5  |  Loss 0.511  |  Eps  0.19  |  Q  56.0  |  Rem 3.68
Episode  65700  |  Step 22.0  |  Score   28.9  |  Loss 0.538  |  Eps  0.19  |  Q  71.1  |  Rem 3.05
Episode  65800  |  Step 22.4  |  Score   23.6  |  Loss 0.524  |  Eps  0.19  |  Q  69.8  |  Rem 3.29
Episode  65900  |  Step 22.6  |  Score   29.1  |  Loss 0.550  |  Eps  0.18  |  Q  65.5  |  Rem 3.12
Episode  66000  |  Step 22.6  |  Score   23.3  |  Loss 0.518  |  Eps  0.18  |  Q  61.4  |  Rem 3.37
Episode  66100  |  Step 22.6  |  Score   21.0  |  Loss 0.551  |  Eps  0.18  |  Q  68.1  |  Rem 3.53
Episode  66200  |  Step 22.4  |  Score   21.0  |  Loss 0.510  |  Eps  0.18  |  Q  68.7  |  Rem 3.25
Episode  66300  |  Step 22.4  |  Score   28.6  |  Loss 0.538  |  Eps  0.18  |  Q  64.8  |  Rem 3.16
Episode  66400  |  Step 22.6  |  Score   31.2  |  Loss 0.528  |  Eps  0.18  |  Q  66.9  |  Rem 3.00
Episode  66500  |  Step 22.6  |  Score   38.5  |  Loss 0.522  |  Eps  0.18  |  Q  72.3  |  Rem 2.72
Episode  66600  |  Step 22.6  |  Score   37.6  |  Loss 0.519  |  Eps  0.18  |  Q  70.0  |  Rem 2.85
Episode  66700  |  Step 22.6  |  Score   39.3  |  Loss 0.486  |  Eps  0.17  |  Q  72.4  |  Rem 2.81
Episode  66800  |  Step 22.4  |  Score   18.6  |  Loss 0.430  |  Eps  0.17  |  Q  68.2  |  Rem 3.43
Episode  66900  |  Step 22.5  |  Score   27.3  |  Loss 0.519  |  Eps  0.17  |  Q  67.0  |  Rem 3.40
Episode  67000  |  Step 22.5  |  Score   29.0  |  Loss 0.566  |  Eps  0.17  |  Q  72.3  |  Rem 3.36
Episode  67100  |  Step 22.7  |  Score   34.3  |  Loss 0.549  |  Eps  0.17  |  Q  67.4  |  Rem 2.97
Episode  67200  |  Step 23.2  |  Score   22.4  |  Loss 0.487  |  Eps  0.17  |  Q  71.5  |  Rem 3.40
Episode  67300  |  Step 23.8  |  Score   22.3  |  Loss 0.486  |  Eps  0.17  |  Q  66.9  |  Rem 3.29
Episode  67400  |  Step 23.4  |  Score   36.4  |  Loss 0.529  |  Eps  0.17  |  Q  69.3  |  Rem 2.73
Episode  67500  |  Step 24.0  |  Score   29.0  |  Loss 0.486  |  Eps  0.16  |  Q  71.8  |  Rem 3.37
Episode  67600  |  Step 23.6  |  Score   36.2  |  Loss 0.458  |  Eps  0.16  |  Q  73.6  |  Rem 2.80
Episode  67700  |  Step 23.5  |  Score   32.0  |  Loss 0.505  |  Eps  0.16  |  Q  73.4  |  Rem 3.25
Episode  67800  |  Step 23.6  |  Score   29.8  |  Loss 0.462  |  Eps  0.16  |  Q  76.0  |  Rem 3.17
Episode  67900  |  Step 23.6  |  Score   42.4  |  Loss 0.517  |  Eps  0.16  |  Q  75.9  |  Rem 2.93
Episode  68000  |  Step 23.5  |  Score   28.6  |  Loss 0.447  |  Eps  0.16  |  Q  73.1  |  Rem 2.88
Episode  68100  |  Step 23.5  |  Score   27.4  |  Loss 0.431  |  Eps  0.16  |  Q  69.7  |  Rem 3.32
Episode  68200  |  Step 23.7  |  Score   33.5  |  Loss 0.414  |  Eps  0.16  |  Q  69.0  |  Rem 3.27
Episode  68300  |  Step 23.7  |  Score   25.8  |  Loss 0.426  |  Eps  0.15  |  Q  71.1  |  Rem 3.39
Episode  68400  |  Step 23.7  |  Score   48.7  |  Loss 0.473  |  Eps  0.15  |  Q  77.8  |  Rem 2.84
Episode  68500  |  Step 23.5  |  Score   24.7  |  Loss 0.462  |  Eps  0.15  |  Q  73.0  |  Rem 3.31
Episode  68600  |  Step 23.8  |  Score   36.2  |  Loss 0.478  |  Eps  0.15  |  Q  71.7  |  Rem 2.83
Episode  68700  |  Step 24.6  |  Score   32.6  |  Loss 0.421  |  Eps  0.15  |  Q  76.8  |  Rem 3.09
Episode  68800  |  Step 24.6  |  Score   32.6  |  Loss 0.482  |  Eps  0.15  |  Q  71.9  |  Rem 3.09
Episode  68900  |  Step 24.6  |  Score   35.0  |  Loss 0.448  |  Eps  0.15  |  Q  71.6  |  Rem 3.17
Episode  69000  |  Step 24.5  |  Score   32.1  |  Loss 0.443  |  Eps  0.15  |  Q  74.5  |  Rem 3.16
Episode  69100  |  Step 24.6  |  Score   45.2  |  Loss 0.468  |  Eps  0.14  |  Q  78.0  |  Rem 2.63
Episode  69200  |  Step 24.3  |  Score   49.5  |  Loss 0.471  |  Eps  0.14  |  Q  81.3  |  Rem 2.79
Episode  69300  |  Step 24.6  |  Score   43.7  |  Loss 0.388  |  Eps  0.14  |  Q  78.7  |  Rem 2.88
Episode  69400  |  Step 24.4  |  Score   33.7  |  Loss 0.426  |  Eps  0.14  |  Q  82.8  |  Rem 2.89
Episode  69500  |  Step 24.7  |  Score   35.0  |  Loss 0.401  |  Eps  0.14  |  Q  74.1  |  Rem 2.96
Episode  69600  |  Step 24.6  |  Score   50.6  |  Loss 0.393  |  Eps  0.14  |  Q  79.1  |  Rem 2.44
Episode  69700  |  Step 24.4  |  Score   33.1  |  Loss 0.443  |  Eps  0.14  |  Q  80.7  |  Rem 2.99
Episode  69800  |  Step 24.3  |  Score   48.0  |  Loss 0.430  |  Eps  0.14  |  Q  82.0  |  Rem 2.81
Episode  69900  |  Step 24.6  |  Score   50.0  |  Loss 0.426  |  Eps  0.13  |  Q  81.1  |  Rem 2.77
Episode  70000  |  Step 24.5  |  Score   50.0  |  Loss 0.431  |  Eps  0.13  |  Q  76.4  |  Rem 2.76
Episode  70100  |  Step 29.2  |  Score   14.9  |  Loss 0.382  |  Eps  0.13  |  Q  24.7  |  Rem 4.24
Episode  70200  |  Step 29.3  |  Score   16.6  |  Loss 0.416  |  Eps  0.13  |  Q  26.5  |  Rem 3.99
Episode  70300  |  Step 28.9  |  Score   18.6  |  Loss 0.371  |  Eps  0.13  |  Q  30.6  |  Rem 3.81
Episode  70400  |  Step 28.8  |  Score   14.8  |  Loss 0.409  |  Eps  0.13  |  Q  21.8  |  Rem 3.96
Episode  70500  |  Step 28.9  |  Score   21.8  |  Loss 0.413  |  Eps  0.13  |  Q  25.1  |  Rem 3.75
Episode  70600  |  Step 29.0  |  Score   19.4  |  Loss 0.372  |  Eps  0.13  |  Q  26.1  |  Rem 4.17
Episode  70700  |  Step 28.7  |  Score   12.4  |  Loss 0.392  |  Eps  0.13  |  Q  20.7  |  Rem 4.12
Episode  70800  |  Step 29.0  |  Score   19.2  |  Loss 0.361  |  Eps  0.12  |  Q  25.7  |  Rem 3.51
Episode  70900  |  Step 29.2  |  Score   20.5  |  Loss 0.358  |  Eps  0.12  |  Q  19.1  |  Rem 3.79
Episode  71000  |  Step 28.8  |  Score   21.9  |  Loss 0.373  |  Eps  0.12  |  Q  28.0  |  Rem 3.72
Episode  71100  |  Step 29.0  |  Score    6.6  |  Loss 0.379  |  Eps  0.12  |  Q  23.5  |  Rem 4.19
Episode  71200  |  Step 29.1  |  Score   21.7  |  Loss 0.400  |  Eps  0.12  |  Q  30.9  |  Rem 3.80
Episode  71300  |  Step 28.9  |  Score   19.4  |  Loss 0.295  |  Eps  0.12  |  Q  27.3  |  Rem 3.69
Episode  71400  |  Step 29.1  |  Score   24.0  |  Loss 0.317  |  Eps  0.12  |  Q  33.2  |  Rem 3.65
Episode  71500  |  Step 28.9  |  Score   19.7  |  Loss 0.292  |  Eps  0.12  |  Q  33.7  |  Rem 3.63
Episode  71600  |  Step 28.9  |  Score   23.3  |  Loss 0.341  |  Eps  0.11  |  Q  29.5  |  Rem 3.51
Episode  71700  |  Step 28.9  |  Score   17.5  |  Loss 0.386  |  Eps  0.11  |  Q  30.3  |  Rem 4.00
Episode  71800  |  Step 29.1  |  Score   27.8  |  Loss 0.320  |  Eps  0.11  |  Q  36.2  |  Rem 3.48
Episode  71900  |  Step 28.9  |  Score   18.0  |  Loss 0.348  |  Eps  0.11  |  Q  33.7  |  Rem 3.92
Episode  72000  |  Step 29.0  |  Score   28.2  |  Loss 0.309  |  Eps  0.11  |  Q  40.3  |  Rem 3.40
Episode  72100  |  Step 29.2  |  Score   23.2  |  Loss 0.337  |  Eps  0.11  |  Q  40.2  |  Rem 3.57
Episode  72200  |  Step 28.9  |  Score   24.3  |  Loss 0.347  |  Eps  0.11  |  Q  32.5  |  Rem 3.56
Episode  72300  |  Step 29.1  |  Score   29.5  |  Loss 0.303  |  Eps  0.11  |  Q  36.4  |  Rem 3.65
Episode  72400  |  Step 29.0  |  Score   21.3  |  Loss 0.333  |  Eps  0.10  |  Q  38.3  |  Rem 3.61
Episode  72500  |  Step 29.0  |  Score   30.9  |  Loss 0.320  |  Eps  0.10  |  Q  45.1  |  Rem 3.17
Episode  72600  |  Step 28.8  |  Score   21.4  |  Loss 0.289  |  Eps  0.10  |  Q  43.5  |  Rem 3.80
Episode  72700  |  Step 29.1  |  Score   22.5  |  Loss 0.328  |  Eps  0.10  |  Q  46.9  |  Rem 3.68
Episode  72800  |  Step 29.1  |  Score   27.4  |  Loss 0.314  |  Eps  0.10  |  Q  44.5  |  Rem 3.32
Episode  72900  |  Step 29.1  |  Score   25.1  |  Loss 0.307  |  Eps  0.10  |  Q  34.3  |  Rem 3.45
Episode  73000  |  Step 29.3  |  Score   26.9  |  Loss 0.295  |  Eps  0.10  |  Q  31.4  |  Rem 3.43
Episode  73100  |  Step 29.1  |  Score   25.1  |  Loss 0.321  |  Eps  0.10  |  Q  38.6  |  Rem 3.24
Episode  73200  |  Step 29.2  |  Score   32.8  |  Loss 0.274  |  Eps  0.09  |  Q  46.0  |  Rem 3.60
Episode  73300  |  Step 29.2  |  Score   29.4  |  Loss 0.293  |  Eps  0.09  |  Q  45.6  |  Rem 3.47
Episode  73400  |  Step 28.9  |  Score   35.7  |  Loss 0.281  |  Eps  0.09  |  Q  49.5  |  Rem 3.31
Episode  73500  |  Step 29.0  |  Score   38.4  |  Loss 0.242  |  Eps  0.09  |  Q  51.4  |  Rem 3.33
Episode  73600  |  Step 29.1  |  Score   33.2  |  Loss 0.291  |  Eps  0.09  |  Q  46.2  |  Rem 3.52
Episode  73700  |  Step 29.0  |  Score   31.6  |  Loss 0.250  |  Eps  0.09  |  Q  41.9  |  Rem 3.53
Episode  73800  |  Step 29.1  |  Score   37.7  |  Loss 0.216  |  Eps  0.09  |  Q  52.6  |  Rem 3.23
Episode  73900  |  Step 29.1  |  Score   41.0  |  Loss 0.245  |  Eps  0.09  |  Q  54.7  |  Rem 2.92
Episode  74000  |  Step 29.1  |  Score   35.4  |  Loss 0.245  |  Eps  0.08  |  Q  49.4  |  Rem 3.39
Episode  74100  |  Step 28.9  |  Score   40.4  |  Loss 0.233  |  Eps  0.08  |  Q  48.8  |  Rem 2.99
Episode  74200  |  Step 28.8  |  Score   34.1  |  Loss 0.234  |  Eps  0.08  |  Q  45.7  |  Rem 3.32
Episode  74300  |  Step 29.3  |  Score   31.3  |  Loss 0.253  |  Eps  0.08  |  Q  52.7  |  Rem 3.40
Episode  74400  |  Step 28.9  |  Score   32.9  |  Loss 0.241  |  Eps  0.08  |  Q  50.5  |  Rem 3.31
Episode  74500  |  Step 28.7  |  Score   34.2  |  Loss 0.236  |  Eps  0.08  |  Q  45.3  |  Rem 3.28
Episode  74600  |  Step 28.8  |  Score   28.5  |  Loss 0.255  |  Eps  0.08  |  Q  51.6  |  Rem 3.55
Episode  74700  |  Step 29.1  |  Score   46.2  |  Loss 0.236  |  Eps  0.08  |  Q  60.3  |  Rem 2.75
Episode  74800  |  Step 29.0  |  Score   45.5  |  Loss 0.248  |  Eps  0.07  |  Q  55.7  |  Rem 3.08
Episode  74900  |  Step 29.0  |  Score   38.6  |  Loss 0.237  |  Eps  0.07  |  Q  54.3  |  Rem 3.07
Episode  75000  |  Step 29.0  |  Score   47.5  |  Loss 0.249  |  Eps  0.07  |  Q  58.0  |  Rem 2.76
Episode  75100  |  Step 29.0  |  Score   45.9  |  Loss 0.233  |  Eps  0.07  |  Q  55.9  |  Rem 3.03
Episode  75200  |  Step 28.6  |  Score   43.3  |  Loss 0.218  |  Eps  0.07  |  Q  57.5  |  Rem 2.92
Episode  75300  |  Step 28.7  |  Score   41.3  |  Loss 0.223  |  Eps  0.07  |  Q  60.1  |  Rem 2.80
Episode  75400  |  Step 29.0  |  Score   48.9  |  Loss 0.225  |  Eps  0.07  |  Q  53.7  |  Rem 2.99
Episode  75500  |  Step 29.0  |  Score   44.7  |  Loss 0.228  |  Eps  0.07  |  Q  49.6  |  Rem 2.99
Episode  75600  |  Step 29.1  |  Score   57.6  |  Loss 0.238  |  Eps  0.06  |  Q  65.2  |  Rem 2.72
Episode  75700  |  Step 29.1  |  Score   48.4  |  Loss 0.231  |  Eps  0.06  |  Q  60.5  |  Rem 2.85
Episode  75800  |  Step 28.7  |  Score   55.1  |  Loss 0.229  |  Eps  0.06  |  Q  65.3  |  Rem 3.07
Episode  75900  |  Step 29.1  |  Score   55.7  |  Loss 0.236  |  Eps  0.06  |  Q  63.4  |  Rem 2.57
Episode  76000  |  Step 29.2  |  Score   61.3  |  Loss 0.222  |  Eps  0.06  |  Q  60.1  |  Rem 2.57
Episode  76100  |  Step 29.5  |  Score   58.0  |  Loss 0.234  |  Eps  0.06  |  Q  61.2  |  Rem 2.72
Episode  76200  |  Step 29.5  |  Score   64.3  |  Loss 0.214  |  Eps  0.06  |  Q  79.6  |  Rem 2.36
Episode  76300  |  Step 29.5  |  Score   69.8  |  Loss 0.221  |  Eps  0.06  |  Q  73.2  |  Rem 2.15
Episode  76400  |  Step 29.4  |  Score   51.9  |  Loss 0.262  |  Eps  0.05  |  Q  68.1  |  Rem 2.77
Episode  76500  |  Step 29.6  |  Score   64.5  |  Loss 0.229  |  Eps  0.05  |  Q  69.8  |  Rem 2.35
Episode  76600  |  Step 29.6  |  Score   65.3  |  Loss 0.212  |  Eps  0.05  |  Q  68.2  |  Rem 2.45
Episode  76700  |  Step 29.4  |  Score   69.8  |  Loss 0.221  |  Eps  0.05  |  Q  73.4  |  Rem 2.13
Episode  76800  |  Step 29.5  |  Score   67.0  |  Loss 0.260  |  Eps  0.05  |  Q  72.8  |  Rem 2.39
Episode  76900  |  Step 29.2  |  Score   69.8  |  Loss 0.239  |  Eps  0.05  |  Q  70.2  |  Rem 2.11
Episode  77000  |  Step 29.5  |  Score   66.6  |  Loss 0.204  |  Eps  0.05  |  Q  81.2  |  Rem 2.21
Episode  77100  |  Step 29.4  |  Score   70.1  |  Loss 0.219  |  Eps  0.05  |  Q  75.6  |  Rem 2.32
Episode  77200  |  Step 29.4  |  Score   78.4  |  Loss 0.244  |  Eps  0.04  |  Q  77.1  |  Rem 2.11
Episode  77300  |  Step 29.6  |  Score   84.5  |  Loss 0.214  |  Eps  0.04  |  Q  81.2  |  Rem 2.05
Episode  77400  |  Step 29.5  |  Score   76.4  |  Loss 0.212  |  Eps  0.04  |  Q  76.5  |  Rem 2.21
Episode  77500  |  Step 29.4  |  Score   74.0  |  Loss 0.217  |  Eps  0.04  |  Q  78.7  |  Rem 2.37
Episode  77600  |  Step 29.5  |  Score   89.7  |  Loss 0.196  |  Eps  0.04  |  Q  84.1  |  Rem 1.87
Episode  77700  |  Step 29.5  |  Score   75.9  |  Loss 0.208  |  Eps  0.04  |  Q  82.3  |  Rem 2.05
Episode  77800  |  Step 29.7  |  Score   83.4  |  Loss 0.197  |  Eps  0.04  |  Q  84.7  |  Rem 2.01
Episode  77900  |  Step 29.4  |  Score   78.9  |  Loss 0.221  |  Eps  0.04  |  Q  84.6  |  Rem 2.03
Episode  78000  |  Step 29.4  |  Score   77.9  |  Loss 0.210  |  Eps  0.03  |  Q  83.6  |  Rem 2.17
Episode  78100  |  Step 29.5  |  Score   80.7  |  Loss 0.212  |  Eps  0.03  |  Q  75.6  |  Rem 1.97
Episode  78200  |  Step 29.5  |  Score   87.5  |  Loss 0.172  |  Eps  0.03  |  Q  79.8  |  Rem 1.77
Episode  78300  |  Step 29.5  |  Score   92.0  |  Loss 0.203  |  Eps  0.03  |  Q  84.8  |  Rem 1.72
Episode  78400  |  Step 29.6  |  Score   85.4  |  Loss 0.212  |  Eps  0.03  |  Q  85.5  |  Rem 1.89
Episode  78500  |  Step 29.5  |  Score   69.4  |  Loss 0.187  |  Eps  0.03  |  Q  79.9  |  Rem 2.44
Episode  78600  |  Step 29.6  |  Score   96.9  |  Loss 0.179  |  Eps  0.03  |  Q  92.7  |  Rem 1.61
Episode  78700  |  Step 29.4  |  Score   91.3  |  Loss 0.185  |  Eps  0.03  |  Q  81.9  |  Rem 1.83
Episode  78800  |  Step 29.5  |  Score   79.3  |  Loss 0.171  |  Eps  0.02  |  Q  88.1  |  Rem 2.19
Episode  78900  |  Step 29.5  |  Score   99.8  |  Loss 0.174  |  Eps  0.02  |  Q  86.8  |  Rem 1.57
Episode  79000  |  Step 29.5  |  Score  101.1  |  Loss 0.176  |  Eps  0.02  |  Q  94.8  |  Rem 1.61
Episode  79100  |  Step 29.5  |  Score   94.1  |  Loss 0.173  |  Eps  0.02  |  Q  88.4  |  Rem 1.59
Episode  79200  |  Step 29.5  |  Score   90.4  |  Loss 0.151  |  Eps  0.02  |  Q  80.6  |  Rem 1.75
Episode  79300  |  Step 29.5  |  Score   93.3  |  Loss 0.148  |  Eps  0.02  |  Q  88.3  |  Rem 1.73
Episode  79400  |  Step 29.7  |  Score   69.1  |  Loss 0.159  |  Eps  0.02  |  Q  93.0  |  Rem 2.07
Episode  79500  |  Step 29.3  |  Score   94.6  |  Loss 0.144  |  Eps  0.02  |  Q  85.8  |  Rem 1.71
Episode  79600  |  Step 29.5  |  Score   97.8  |  Loss 0.145  |  Eps  0.01  |  Q  92.9  |  Rem 1.68
Episode  79700  |  Step 29.4  |  Score  102.7  |  Loss 0.148  |  Eps  0.01  |  Q  90.8  |  Rem 1.56
Episode  79800  |  Step 29.7  |  Score  100.8  |  Loss 0.158  |  Eps  0.01  |  Q  90.2  |  Rem 1.68
Episode  79900  |  Step 29.5  |  Score  107.1  |  Loss 0.135  |  Eps  0.01  |  Q  94.5  |  Rem 1.53
Episode  80000  |  Step 29.5  |  Score  117.3  |  Loss 0.136  |  Eps  0.01  |  Q  98.5  |  Rem 1.24
Episode  80100  |  Step 29.3  |  Score  104.6  |  Loss 0.132  |  Eps  0.01  |  Q  89.0  |  Rem 1.45
Episode  80200  |  Step 29.5  |  Score  115.8  |  Loss 0.131  |  Eps  0.01  |  Q  98.4  |  Rem 1.25
Episode  80300  |  Step 29.7  |  Score  104.4  |  Loss 0.142  |  Eps  0.01  |  Q  98.6  |  Rem 1.55
Episode  80400  |  Step 29.4  |  Score   97.2  |  Loss 0.129  |  Eps  0.01  |  Q  82.8  |  Rem 1.77
Episode  80500  |  Step 29.7  |  Score   97.0  |  Loss 0.131  |  Eps  0.01  |  Q  96.4  |  Rem 1.84
Episode  80600  |  Step 29.3  |  Score  109.1  |  Loss 0.130  |  Eps  0.01  |  Q  92.1  |  Rem 1.40
Episode  80700  |  Step 29.3  |  Score   99.5  |  Loss 0.114  |  Eps  0.01  |  Q  90.6  |  Rem 1.83
Episode  80800  |  Step 29.5  |  Score  101.3  |  Loss 0.121  |  Eps  0.01  |  Q  97.8  |  Rem 1.57
Episode  80900  |  Step 29.6  |  Score   99.7  |  Loss 0.120  |  Eps  0.01  |  Q  93.1  |  Rem 1.61
Episode  81000  |  Step 29.5  |  Score  104.3  |  Loss 0.116  |  Eps  0.01  |  Q  94.1  |  Rem 1.55
Episode  81100  |  Step 29.3  |  Score   95.8  |  Loss 0.130  |  Eps  0.01  |  Q  90.2  |  Rem 1.75
Episode  81200  |  Step 29.4  |  Score  101.4  |  Loss 0.120  |  Eps  0.01  |  Q  95.7  |  Rem 1.55
Episode  81300  |  Step 29.5  |  Score   97.7  |  Loss 0.104  |  Eps  0.01  |  Q  87.7  |  Rem 1.92
Episode  81400  |  Step 29.4  |  Score   89.6  |  Loss 0.115  |  Eps  0.01  |  Q  89.6  |  Rem 2.33
Episode  81500  |  Step 29.3  |  Score  102.5  |  Loss 0.102  |  Eps  0.01  |  Q  89.2  |  Rem 1.80
Episode  81600  |  Step 29.4  |  Score   99.8  |  Loss 0.101  |  Eps  0.01  |  Q  94.0  |  Rem 1.80
Episode  81700  |  Step 29.5  |  Score  116.3  |  Loss 0.098  |  Eps  0.01  |  Q  96.4  |  Rem 1.39
Episode  81800  |  Step 29.6  |  Score  102.3  |  Loss 0.092  |  Eps  0.01  |  Q  94.4  |  Rem 1.65
Episode  81900  |  Step 29.7  |  Score  104.5  |  Loss 0.103  |  Eps  0.01  |  Q  90.1  |  Rem 1.53
Episode  82000  |  Step 29.5  |  Score  117.0  |  Loss 0.100  |  Eps  0.01  |  Q  94.3  |  Rem 1.28
Episode  82100  |  Step 30.0  |  Score  112.4  |  Loss 0.082  |  Eps  0.01  |  Q  98.1  |  Rem 1.43
Episode  82200  |  Step 30.0  |  Score   97.0  |  Loss 0.085  |  Eps  0.01  |  Q  96.0  |  Rem 1.91
Episode  82300  |  Step 30.1  |  Score  103.7  |  Loss 0.099  |  Eps  0.01  |  Q  95.2  |  Rem 1.73
Episode  82400  |  Step 29.9  |  Score  117.8  |  Loss 0.094  |  Eps  0.01  |  Q 100.7  |  Rem 1.23
Episode  82500  |  Step 30.1  |  Score  118.1  |  Loss 0.081  |  Eps  0.01  |  Q  95.4  |  Rem 1.20
Episode  82600  |  Step 30.0  |  Score  125.6  |  Loss 0.072  |  Eps  0.01  |  Q 101.7  |  Rem 1.11
Episode  82700  |  Step 29.9  |  Score  119.1  |  Loss 0.085  |  Eps  0.01  |  Q 102.3  |  Rem 1.23
Episode  82800  |  Step 30.1  |  Score  119.2  |  Loss 0.068  |  Eps  0.01  |  Q 100.8  |  Rem 1.25
Episode  82900  |  Step 30.0  |  Score  124.2  |  Loss 0.076  |  Eps  0.01  |  Q 101.5  |  Rem 1.09
Episode  83000  |  Step 30.1  |  Score  114.9  |  Loss 0.076  |  Eps  0.01  |  Q  99.5  |  Rem 1.27
Episode  83100  |  Step 29.8  |  Score  120.9  |  Loss 0.070  |  Eps  0.01  |  Q 101.1  |  Rem 1.15
Episode  83200  |  Step 29.8  |  Score  112.8  |  Loss 0.074  |  Eps  0.01  |  Q 100.0  |  Rem 1.33
Episode  83300  |  Step 29.9  |  Score  115.1  |  Loss 0.076  |  Eps  0.01  |  Q 101.0  |  Rem 1.21
Episode  83400  |  Step 30.1  |  Score  117.8  |  Loss 0.074  |  Eps  0.01  |  Q 102.9  |  Rem 1.25
Episode  83500  |  Step 29.9  |  Score  118.8  |  Loss 0.069  |  Eps  0.01  |  Q 103.7  |  Rem 1.28
Episode  83600  |  Step 30.0  |  Score  104.4  |  Loss 0.066  |  Eps  0.01  |  Q  97.6  |  Rem 1.60
Episode  83700  |  Step 30.0  |  Score  112.3  |  Loss 0.075  |  Eps  0.01  |  Q  99.1  |  Rem 1.45
Episode  83800  |  Step 30.0  |  Score  119.7  |  Loss 0.063  |  Eps  0.01  |  Q 100.3  |  Rem 1.15
Episode  83900  |  Step 29.9  |  Score  102.9  |  Loss 0.067  |  Eps  0.01  |  Q  97.4  |  Rem 1.60
Episode  84000  |  Step 29.9  |  Score  112.9  |  Loss 0.066  |  Eps  0.01  |  Q 100.0  |  Rem 1.33
Episode  84100  |  Step 30.0  |  Score   80.1  |  Loss 0.064  |  Eps  0.01  |  Q  95.3  |  Rem 2.15
Episode  84200  |  Step 30.0  |  Score  106.2  |  Loss 0.062  |  Eps  0.01  |  Q  97.0  |  Rem 1.53
Episode  84300  |  Step 30.1  |  Score  122.3  |  Loss 0.059  |  Eps  0.01  |  Q 100.9  |  Rem 1.19
Episode  84400  |  Step 29.9  |  Score  111.6  |  Loss 0.057  |  Eps  0.01  |  Q  97.8  |  Rem 1.56
Episode  84500  |  Step 30.0  |  Score  120.8  |  Loss 0.063  |  Eps  0.01  |  Q  99.9  |  Rem 1.20
Episode  84600  |  Step 30.1  |  Score  113.3  |  Loss 0.067  |  Eps  0.01  |  Q 101.3  |  Rem 1.29
Episode  84700  |  Step 29.9  |  Score  111.1  |  Loss 0.060  |  Eps  0.01  |  Q  96.4  |  Rem 1.63
Episode  84800  |  Step 30.0  |  Score  112.8  |  Loss 0.056  |  Eps  0.01  |  Q 103.7  |  Rem 1.36
Episode  84900  |  Step 30.1  |  Score  117.2  |  Loss 0.057  |  Eps  0.01  |  Q 101.2  |  Rem 1.35
Episode  85000  |  Step 29.9  |  Score  112.4  |  Loss 0.053  |  Eps  0.01  |  Q 101.9  |  Rem 1.41
Episode  85100  |  Step 30.0  |  Score  118.6  |  Loss 0.056  |  Eps  0.01  |  Q 102.0  |  Rem 1.33
Episode  85200  |  Step 30.1  |  Score  122.3  |  Loss 0.061  |  Eps  0.01  |  Q 103.2  |  Rem 1.20
Episode  85300  |  Step 30.1  |  Score  122.3  |  Loss 0.054  |  Eps  0.01  |  Q  99.6  |  Rem 1.19
Episode  85400  |  Step 30.0  |  Score   87.6  |  Loss 0.053  |  Eps  0.01  |  Q  98.3  |  Rem 2.31
Episode  85500  |  Step 29.9  |  Score  112.4  |  Loss 0.059  |  Eps  0.01  |  Q 102.1  |  Rem 1.43
Episode  85600  |  Step 29.9  |  Score  111.8  |  Loss 0.054  |  Eps  0.01  |  Q 100.7  |  Rem 1.52
Episode  85700  |  Step 30.1  |  Score  111.4  |  Loss 0.057  |  Eps  0.01  |  Q 100.4  |  Rem 1.39
Episode  85800  |  Step 30.0  |  Score  112.9  |  Loss 0.046  |  Eps  0.01  |  Q 100.2  |  Rem 1.36
Episode  85900  |  Step 29.9  |  Score  119.0  |  Loss 0.045  |  Eps  0.01  |  Q  98.6  |  Rem 1.25
Episode  86000  |  Step 30.0  |  Score  117.6  |  Loss 0.053  |  Eps  0.01  |  Q 100.9  |  Rem 1.27
Episode  86100  |  Step 30.1  |  Score  111.3  |  Loss 0.045  |  Eps  0.01  |  Q 103.1  |  Rem 1.40
Episode  86200  |  Step 29.8  |  Score  115.6  |  Loss 0.052  |  Eps  0.01  |  Q 101.5  |  Rem 1.33
Episode  86300  |  Step 30.1  |  Score   75.6  |  Loss 0.054  |  Eps  0.01  |  Q  94.2  |  Rem 3.39
Episode  86400  |  Step 29.9  |  Score  114.6  |  Loss 0.050  |  Eps  0.01  |  Q 102.5  |  Rem 1.52
